index,Vietnamese,Rating,emotion
174,"Bàn ủi tặng kèm là đồ cũ, mở ra đã có nước bên trong",1,negative
175,"Bàn ủi xịn sò, rất okie 👌",5,positive
176,bánh ăn nhạt thếch. ghi 95k mà thua gói 12k ở quán,1,negative
177,"Bánh dễ tan nên không gây hóc, em bé rất thích, cảm ơn Tefal vì món quà",5,positive
178,"bánh được tặng kèm đóng gói rất kĩ nhưng vẫn bị bể vì là bánh gạo bé mình rất thích , chảo rất đẹp cầm nặng tay , canh sale giá lại rất hợp lý",5,positive
179,"Bánh gạo ăn ngon bé nhà mình thích ăn, vị giao hàng nhanh.ko qua ngọt.",5,positive
180,"bánh ngon, không ngọt quá, dễ ăn, hàng tặng mà đóng gói rất cẩn thận , giao hàng nhanh , rất hài lòng",5,positive
181,"Bánh ngon, nhiều bánh........ giao hàng nhanh quà tặng kèm đến còn sớm hơn hàng.",5,positive
182,"bánh ngon, phù hợp cho các bé ăn dặm. giao hàng nhanh. nhiệt tình",5,positive
183,"Bát đẹp. Tuy nhiên bát con đựng sốt chắc ko dám đựng sốt vì nắp quá chắc. Khi mở là phải dùng lực rất mạnh , đựng đồ lỏng thì chắc văng ra hết khi mở :)))",4,positive
184,Bé ăn rất thích.rất cảm ơn,5,positive
185,"Bên bán hàng cho mình câu giải thích, mình muốn đổi lại cái khác. Nếu muốn có camera toàn cảnh mình khui hàng có luôn nha shop. Hi vọng shop khắc phục lỗi này nhanh nhất có thể giúp mình, mình cảm ơn",5,positive
186,"bên cskh nhiệt tình, đc bảo hành tận 2 năm,tốt,nên mua",5,positive
187,"Bên ngoài bọc kĩ càng cẩn thận, mở hộp nồi cơm đẹp,nhìn rất là thích. Đợi nấu thử cơm ngon nữa là ok",5,positive
188,bên trong ấm k phải là inox nên đun lên mùi nhựa k dám uống nước luôn,2,negative
189,bên trong gói cẩn thận nhưng thùng hàng dán không kỹ. chảo ok.,5,positive
190,"Bếp chắc chắn, cầm nặng tay. chế độ bảo hành lâu. Xài khá ổn. Lâu sôi hơn hàng trung nhưng như thế mới tốt.",5,positive
191,"bếp xài tốt, mua đợt sale đc tặng chảo ngon lành",5,positive
192,Bich T. 10 thg 2 2022,5,neutral
193,Bình 19 thg 2 2022,5,neutral
194,"bình có vẻ tốt ,.............,.............,.............,.............,.............",5,positive
195,bình đẹp,5,positive
196,"bình đẹp, đóng gói chắc chắn, giao hàng nhanh, Bình giữ nhiệt Tefan WEGO 430ml - màu đen.....",5,positive
197,"Bình đẹp, đun nhanh, điều chỉnh được nhiệt độ cần đun nên khá tiện lợi. Nước sôi 100oC vỏ ngoài chỉ hơi nóng nhẹ, an toàn cho những gia đình có trẻ nhỏ. Dịch mà laz giao hàng từ HN vào TPHCM cực nhanh",5,positive
198,"Bình đẹp, hiện đại. Chưa xài nên chưa nhận xét được hi",5,positive
199,bình đun đẹp,5,positive
200,"Bình đun nhìn rất đẹp, sắc sảo. Chưa sử dụng nên chưa biết sao.",5,positive
201,"Bình đun nhỏ xinh, thích hợp cho gia đình. Shop hỗ trợ khách hàng rất nhiệt tình.",5,positive
202,Bình dùng ok Nhanh Chất lượng,5,positive
203,"Bình gọn, xinh, nấu nhanh và êm. Ok ý.",5,positive
204,"Bình này mình được tặng kèm khi mua nồi chiên Tefal. Thùng đựng bình đun hơi móp méo nhưng may là ko ảnh hưởng gì bên trong. Bình nhỏ xinh, chạy êm, ko bị ồn",5,positive
205,"Bình nhỏ xinh. Chắc chắn, hàng tặng nên ko đòi hỏi nhiều.",5,positive
206,Bình nước đẹp.,5,positive
207,"Bình nước được tặng kèm rất đẹp, chắc chắn, quá ư là ưng luôn",5,positive
208,"Bình rất xinh, cầm nặng tay",5,positive
209,binh siêu tốc đẹp chắc chắn .nên mua,5,positive
210,"Bình siêu tốc dùng rất ổn, màu đẹp, nút mở cũng tiện dụng, nước sôi ngoài bình không quá nóng. Xịn (hình nhận xu)",5,positive
211,"Bộ 2 chảo chống dính đáy từ vân đá cao cấp hàng chính hãng Tefal. Chảo chất lượng tốt, kiểu dáng đẹp. Vote shop 5 sao.",5,positive
212,"Bộ 2 chảo chống dính vân đá tefal natura hàng đẹp, mỏng vừa và nhẹ, lớp chống dính tốt. Nhưng các cạnh viền chảo hơi sắc",5,positive
213,"Bộ 2 chảo đẹp, cầm chắc tay, hài lòng.",5,positive
214,"bộ 2 chảo tuyệt vời, màu sắc rất bắt mắt, rất xịn xò, giao hàng nhanh, shipper thân thiện, nhiệt tình",5,positive
215,"Bộ 3 chảo chống dính vân đá Tefal natura khá ok. Giao hàng nhanh chóng. Đóng gói chắc chắn và đẹp, Không bị móp méo. ",5,positive
216,"Bộ 3 chảo cũng tốt, size chảo sâu lòng là to nhất, 1 chảo vừa, chảo còn lại là size nhỏ. Bộ này phù hợp sử dụng cho gia đình tầm 3, 4 người. Mua 9/9 sale còn 378k cho bộ 3 chảo.",5,positive
217,bộ 3 chảo đẹp giá rẻ tương đối so với mua lẻ từng món. thương hiệu châu âu nên cũng yên tâm nhưng sp sx TQ . sử dụng chưa lâu nên chưa biết độ bền của chống dính,5,positive
218,"Bộ 3 chảo đẹp, xịn sò nhưng không dày bằng bộ nồi chảo màu đỏ mà tôi đã mua của shop trước đây nhưng mua sale được giá rất rẻ, giao hàng nhanh, đóng gói cẩn thận. Rất hài lòng.",5,positive
219,"Bộ 3 chảo này dùng ok nè. Nhà nào chưa có nên mua. Lúc đầu mua về, chồng mình kêu là dùng bếp từ, hên là ko phải, dùng bếp ga vẫn được. Chồng mình hay lấy chảo sâu lòng để nấu bún, phở ăn sáng 😂",5,positive
220,"bộ 3 nồi này rất thích, dày dặn, đóng gói cẩn thận. đã mua đến bộ thứ 3 hộ bạn bè. shiper dễ thương nhiệt tình ",5,positive
221,Bộ ba thần thánh thanks shop.,5,positive
222,Bộ chảo đẹp cầm chắc tay lắm ạ,5,positive
223,"bộ chảo đẹp ghê, dày dặn. hàng của tefal thì chất lượng rồi, mua đc giá hời nữa",5,positive
224,"bộ chảo đẹp, chắc chắn, chiên xào tốt, chống dính tốt, chất lượng tuyệt vời. giao hàng nhanh chóng. ",5,positive
225,"Bộ chảo đẹp, nhìn sịn sò lắm nha, giá rẻ, mình đặt ngay ko suy nghĩ mà về mình ko xài được vì ko sử dụng được cho bếp từ, mình tặng người khác luôn rồi",5,positive
226,"bộ chảo đẹp,đóng gói cẩn thận,nhưng cái cán chảo xài một thời gian cứ bị lỏng ra phải vătn ốc lại mấy lần",5,positive
227,"Bộ chảo giao đến chắc chắn 
Gói hàng cẩn thận 

Chất lượng chảo tạm ổn như kì vọng

Kkkkkkkkkk",5,positive
228,bộ chảo quá đẹp,5,positive
229,"bộ chảo rất đẹp cầm nặng tay, chưa dùng nên k biết chất lượng thế nào .Canh sale dc thêm 1 chảo to k nghĩ nó lại dày",5,positive
230,"bộ chảo rất đẹp và dày dặn, shiper rất vui vẻ, nhiệt tình",5,positive
231,"Bộ chảo thứ 2 mua của shop, 3 chảo mà mua chỉ 370k, quá rẻ và rất đáng tiền. Chảo chỉ dùng được với bếp gas, chiên rán rất tốt, sạch sẽ. Lần trước chuẩn bị hàng lâu, nhưng lần này dù dịch nhưng giao nhanh",5,positive
232,"Bộ chảo xinh lắm, vừa gọn cho gia đình nhỏ. Mình rất hài lòng về bộ này. Hi vọng xài bền hihihi...",5,positive
233,Bộ dao tặng kèm rất đẹp. Độ hoàn thiện cao và rất đáng giá. Ship hàng nhanh ……………………………………..,5,positive
234,bộ nồi  đẹp  dày và  nặng rất  ưng  nha,5,positive
235,"Bộ nồi + chảo đẹp đúng như mẫu.Hơi buồn vì nắp nồi hơi méo chút.Chất lượng dày,chắc chắn.",5,positive
236,"Bộ nồi chắc chắn, màu đẹp. Xứng đáng đầu tư",5,positive
237,"Bộ nồi chảo cầm rất đầm tay, chắc chắn, canh sale mua giá 481k fs từ HCM ra HN, nồi to hơn tưởng tượng, đã mua lần thứ 2.",5,positive
238,"bộ nồi chảo dày dặn, chất lượng tốt. rất hài lòng",5,positive
239,"Bộ nồi chảo dày dặn, đẹp",5,positive
240,"bộ nồi chảo đẹp ko bị móp, mua hôm 24.11 giá 1.345k, tặng 1 máy xay",5,positive
241,bộ nồi chảo đẹp lắm!,5,positive
242,"Bộ nồi chảo đẹp như hình, đóng gói cực kỳ cẩn thận. Chỉ có điều mua về bị ck và mẹ ck chê vì combo và quà tặng chưa hợp lý: chảo thì 3 cái mà nồi lại có 1 cái. Nếu đổi qua tặng nồi thay vì chảo thì sẽ hợp lý hơn.",4,positive
243,"bộ nồi chảo đẹp xuất sắc, dày chắc chắn, vận chuyển nhanh, đóng gói kỹ càng, chưa sử dụng nhưng nhìn ngoại wan rất ưng!",5,positive
244,"Bộ nồi chảo đẹp, chắc chắn, cầm chắc tay Mua được với giá 604k rất hài lòng Gói hàng kỹ, không bị móp méo.",5,positive
245,"Bộ nồi chảo đẹp, nhưng chào lớn và quánh không ăn từ bếp Châu Âu, món kia ăn từ tốt, bàn ủi đẹp",5,positive
246,Bộ nồi chảo đẹp.mình rất ưng ý,5,positive
247,Bộ nồi chảo này rất đáng mua. Chắc chắn lắm ý mà giá lại tốt nữa. Nói chung là rất rất hài lòng. Cảm ơn shop nhé ❤️❤️❤️,5,positive
248,"Bộ nồi chảo nhìn đẹp,  còn lâu bền không thì chưa biết, chảo như lỗi kỹ thuật hay sao ấy, dầu tranf xung quanh chứ không ở giữa vì lớp chống dính mới còn tốt nên tạm được,  dụng bếp từ nhưng thấy bắt từ không nhạy lắm",4,positive
249,Bộ nồi chảo rất đẹp và chắc chắn.Hàng được gói cẩn thận và giao rất nhanh. Săn sales nên được giá tốt và được tặng máy xay đa năng nữa.,5,positive
250,"bộ nồi chảo rất đẹp, chắc chắn , rất hài lòng !",5,positive
251,"Bộ nồi chảo rất đẹp, giúp góc bếp nhà mình sáng choang & sang chảnh hẳn lên. Rất ưng bụng vì sản phẩm dày dặn, cứng cáp & không quá nặng giúp việc nấu nướng rất thoải mái. Đã mua thêm 2 bộ cho mẹ & mẹ chồng mình ở quê. Highly recommend bộ này nha mọi người. Các bạn canh mega sales mua thì giá sẽ tốt hơn & được tặng quà xịn xò hơn 🙂",5,positive
252,"Bộ nồi chảo rất đẹp, hàng dày và chắc chắn, hàng sale nên mua được giá rẻ, đóng gói cẩn thận, rất hài lòng nhưng giao hàng bị trễ",5,positive
253,"bộ nồi chảo rất đẹp, không móp méo, tuy nhiên tay cầm chảo bị lỏng ốc, vặn lại chắc k sao. Shop giao hàng rất nhanh. Mình rất hài lòng.",5,positive
254,"Bộ nồi chảo siêu đẹp, chắc chắn. Ko nghĩ là nồi nó bự dữ vậy. Chảo thì rất đẹp luôn. Đóng gói cũng bao kĩ, ko bị móp méo",5,positive
255,"bộ nồi chảo to nặng, xịn xò. Rất thích tuy nhiên nắp nồi có bị móp 1 chút, kg móp thì hoàn hảo lắm lắm. Chảo tặng bé xinh xinh.",5,positive
256,"bộ nồi chất lượng, đẹp, vung khít, chuẩn hàng tefal, sẽ mua lại khi có dịp",5,positive
257,Bộ nồi đẹp ,5,positive
258,"Bộ nồi đẹp quá, đun nấu rất ưng. Trc đó m đã đùng 1 bộ hàng xách tay 3 năm. Bjo mới mua bộ khác để thay. Bộ này chắc chắn hơn bộ xách tay m mua",5,positive
259,Bộ nồi đẹp và rất chắn chắn. Tefal giao hàng siêu siêu nhanh và luôn đóng gói rất kỹ càng. Nồi và chảo của nhà mình giờ toàn từ Tefal cả.,5,positive
260,"Bộ nồi đẹp, Đóng gói cẩn thận",5,positive
261,"Bộ nồi đẹp, xịn xò, hàng giao nguyên vẹn, k méo mó, xước, bong tróc gì cả. Ship hàng rất nhanh, quà tặng cacao rất ngon",5,positive
262,"Bộ nồi đẹp. Bọc khá kỹ, quấn nylon bóng khí nhiều lớp. Tuy vậy nếu giao hàng tỉnh xa thì nên chèn thêm xốp. Hàng đúng với thông tin quảng cáo. Rất ưng ý.",5,positive
263,Bộ nồi đẹp. Chắc chắn. Cầm vừa tay. Phù hơph với giá tiền. Đượ tặng thêm 1 chiếc chảo nữa. Sản phẩm có giấy bảo hành của hangz,5,positive
264,"bộ nồi đủ 3 chiếc, đúng kích thước, bóng đẹp, hy vọng sẽ bóng lâu.
bộ nồi đủ 3 chiếc, đúng kích thước, bóng đẹp, hy vọng sẽ bóng lâu.",5,positive
265,"Bộ nồi dùng thích , dày dặn , to hơn mình nghĩ",5,positive
266,"Bộ nồi khá đẹp, đã mua lần 2, tuy nhiên lần này nhận bị xước.",4,positive
267,"Bộ nồi mỏng không như kì vọng nếu giá không giảm là đắt,may là mua lúc giảm giá nên coi như ổn,mọi người nên mua.",4,positive
268,"Bộ nồi này đẹp, chắc chắn, dày dặn, rất đáng tiền để mua, mua được giá sale nên hài lòng. Vừa đặt thêm combo 3 nồi chảo, sẽ tiếp tục ủng hộ Tefal",5,positive
269,Bộ nồi nhìn rất đẹp nhưng 2 tay cầm nhìn hơi thô và chiếm nhiều diện tích khi cất,5,positive
270,"bộ nồi ok, đẹp,chắc chắn,ko biết tay cầm lúc nấu có bị nóng ko, còn lại rất ổn. Chảo dc tặng cũng dày dặn, xịn sò, nên mua!!!",5,positive
271,"Bộ nồi rất đẹp ạ. Shop giao hàng nhanh, đóng gói cẩn thận. Mình mua vs giá 536k rất ưng. Đã từng mua nồi chiên không dầu và chảo hãng này. Nên mua nha mng",5,positive
272,bộ nồi rất đẹp xài rất thích. nấu nhanh và ngon.chỉ mỗi 1d trừ là giữa chảo bị cong.dầu cứ chảy ra xung quanh chứ kg nằm ở giữa ,5,positive
273,"Bộ nồi rất đẹp, dày dặn, chắc chắn. Mua được giá sale nên rất hài lòng, sẽ tiếp tục mua những sản phẩm khác của Tefal",5,positive
274,"Bộ nồi rất đẹp, inox sáng bóng, dầy, đóng gói kỹ, giá phù hợp, nói chung rất hài lòng, đáng mua",5,positive
275,"Bộ nồi rất đẹp, mình rất ưng đáng mua",5,positive
276,"Bộ nồi siêu xinh, dày dặn, màu sang, mình đọc fb cũng lo sẽ bị móp méo nhưng khi về tay ngoài sức tưởng tượng luôn. Phải nói là xịn cực kỳ, rất đáng mua. Thêm anh giao hàng cực kỳ tốt, cẩn thận, đangs yêu.",5,positive
277,"Bộ nồi siu đẹp siu chất săn sale có hơn 800,k lại còn đc tặng dao soi bén. Nói chung là ưng cực kỳ",5,positive
278,Bộ phận chăm sóc KH và Bảo hành của Tefal rất tuyệt vời! Cảm ơn các e rất nhiều!!!,5,positive
279,"Bộ sản phẩm đẹp ,dày dặn nên mình mua tiếp lần 2 để tặng gia đình, được tặng thêm chảo 20cm. Giao hàng nhanh, hài lòng về shop",5,positive
280,"bô sản phẩm rất đẹp , chắc chắn, khá hài lòng.  đúng hàng chính hãng,  chiên , xào rất thích. cho shop 5 sao",5,positive
281,"Bộ sản phẩm rất ok, đóng gói kỹ, vì đã sử dụng rồi nên tranh thủ khuyến mãi mua thêm. Chưa kịp chụp sp thật để đăng. giao hàng nhjah hơn thời gian dự kiến, shipper khu vực của mình cho 5 sao",5,positive
282,"bộ xong nồi dầy dặn, nhìn đẹp đóng gói cẩn thận. giao hàng nhanh nhưng thấy bắt từ hởi chậm truyền nhiệt không nhanh hàng tặng chính hãng",4,positive
283,"Bọc đóg hàng cận thận, nhg mk chưa nhận dc chảo tặng, nồi mơis sử dụng khá ok, dễ vệ sinh, k hơi mùi",4,positive
